id	synopsis	rating	genre	director	writer	theater_date	dvd_date	currency	box_office	runtime	studio
1486	The feature-film debut of famed director Louis Malle is an interesting, modern film noir with the classic theme of lovers plotting to kill the husband and make it look like suicide (reminiscent of The Postman Always Rings Twice). Jeanne Moreau, as Florence Carala, gives an astonishing performance, perverse but naive as she leads her young lover down a path that can only lead to doom for both of them. Malle and his cinematographer Henri Decae make extensive use of Paris at night, giving the film the feel of claustrophobia and desperation reminiscent of the classic noir films. The excellent score by Miles Davis adds to the entire effect of this mystery thriller.	NR	Art House and International|Drama|Mystery and Suspense|Romance	Louis Malle	Louis Malle	1958-06-24	2006-04-25	$	109,257	92 minutes	Unknown
1488	Christopher Lloyd, Kelly Ripa, Nicollette Sheridan, and Tim Curry lend their voices to director Ben Stassen's (Haunted Castle and Encounter in the Third Dimension) animatedchildren's fantasy about three preteen flies who hitch a ride into space on the Apollo 11 moon mission. The year is 1969, and Americans all across the country are buzzing about the first manned mission to the moon. Even the insects aren't immune to the excitement, as evidenced by the enthusiasm of adolescent flies Nat (voice of Trevor Gagnon), IQ (voice of Philip Daniel Bolden), and Scooter (voice of David Gore). Over the years, Nat's grandpa (voice of Lloyd) has often recalled the time he hitched a ride on Amelia Earhart's airplane during the famed aviator's cross-Atlantic flight, and now Nat's dreams of recreating that feat on a much larger scale are finally set to come true. But while the three young flies only believe that they'll be gone for a few minutes, the fact is that they'll be drifting through space for almost an entire week. Just as they're about to sneak aboard the ship, the flies are spotted by a keen-eyed NASA ground control official and stored in a test tube for future study. Later in the flight, when the ship's engine malfunctions, the only ones capable of fixing the problem are the three tiny stowaways. But their mission isn't accomplished just yet, because grandpa's old flame Nadia (voice of Sheridan) has just arrived from Russia to warn him that a tiny fly-spy named Yegor (voice of Curry) has been assigned the task of traveling to Cape Canaveral and sabotaging the computer flight plans. Should Nat, IQ, and Scooter fail to act in time, Yegor's mission could spell disaster not only for the three thrill-seeking flies, but the entire U.S. space program.	G	Animation|Kids and Family|Science Fiction and Fantasy	Ben Stassen	Domonic Paris|Dominic Paris	2008-08-15	2008-12-02	$	13,592,311	84 minutes	Summit Entertainment
1492	Country music star Toby Keith writes and stars in this road movie comedy as a deputy who takes to the road with a fellow cop (played by co-writer Rodney Carrington) in order to save their kidnapped girlfriends. The CMT Films production is directed by Michael Salomon (A Glimpse of Hell), with Ted Nugent, Willie Nelson, Claire Forlani, Barry Corbin, and Tom Skerritt filling out the supporting cast.	PG-13	Comedy	Michael Salomon|Mikael Salomon	Rodney Carrington|Toby Keith	2008-08-08	2008-11-11	$	586,242	89 minutes	Roadside Attractions
1494	The Girl with the Dragon Tattoo is the first film in Columbia Pictures' three-picture adaptation of Stieg Larsson's literary blockbuster The Millennium Trilogy. Directed by David Fincher and starring Daniel Craig and Rooney Mara, the film is based on the first novel in the trilogy, which altogether have sold 50 million copies in 46 countries and become a worldwide phenomenon. -- (C) Sony	R	Drama|Mystery and Suspense	David Fincher	Steven Zaillian	2011-12-20	2012-03-20	$	102,515,793	157 minutes	Sony Pictures
1496	In the years before World War II, a Japanese child is torn from her penniless family to work as a maid in a geisha house. Despite a treacherous rival who nearly breaks her spirit, the girl blossoms into the legendary geisha Sayuri. Beautiful and accomplished, Sayuri captivates the most powerful men of her day, but is haunted by her secret love for the one man who is out of her reach.	PG-13	Drama|Romance	Rob Marshall	Robin Swicord	2005-12-16	2006-03-28	$	57,000,000	105 minutes	Sony Pictures
1507	"In this sequel to ""Daddy Day Care"" dads Charlie Hinton and Phil Ryerson take over running a summer day camp. Armed with no knowledge of the great outdoors, a dilapidated facility, and a motley group of campers, it doesn't take long before things get out of control. Up against threats of foreclosure and declining enrollment, Charlie is forced to call on his estranged father, Col. Buck Hinton to help bring the camp together and teach everyone about teamwork, perseverance and the power of forgiveness."	PG	Comedy	Fred Savage	Unknown	2007-08-08	2008-01-29	$	13,155,823	85 minutes	Sony Pictures
1512	"In Paul Verhoeven's wild sci-fi action movie Total Recall, Arnold Schwarzenegger plays a 21st-century construction worker who discovers that his entire memory of the past derives from a memory chip implanted in his brain. Schwarzenegger learns that he's actually a secret agent who had become a threat to the government, so those in power planted the chip and invented a domestic lifestyle for him. Once he has realized his true identity, he travels to Mars to piece together the rest of his identity, as well as to find the man responsible for his implanted memory. Verhoeven has created a fast, furious action film with Total Recall, filled with impressive stunts and (literally) eye-popping visuals. Though the film bears only a passing resemblance to the Philip K. Dick short story it was based on (""We Can Remember It For You Wholesale""), the movie is an entertaining, if very violent, ride."	R	Action and Adventure|Drama|Mystery and Suspense|Science Fiction and Fantasy	Paul Verhoeven	Unknown	1990-06-01	2000-08-29	$	119,000,000	113 minutes	Unknown
1517	To make waves on the campaign trail, a late-night political talkshow host runs for president--only to have his prank backfire when he actually wins the election.	PG	Comedy|Television	Barry Levinson	Barry Levinson	2006-10-13	2007-02-20	$	37,442,180	115 minutes	Universal Pictures
1520	Soon after a rising young singer-songwriter (Hedlund) gets involved with a fallen, emotionally unstable country star (Paltrow), the pair embarks on a career resurrection tour helmed by her husband/manager (McGraw) and featuring a beauty-queen-turned-singer (Meester). Between concerts, romantic entanglements and old demons threaten to derail them all. -- (C) Columbia	PG-13	Drama|Musical and Performing Arts	Shana Feste	Shana Feste	2011-01-07	2011-04-12	$	20,218,921	112 minutes	Unknown
1523	Trying to reverse a family curse, brothers Jimmy (Channing Tatum) and Clyde Logan (Adam Driver) set out to execute an elaborate robbery during the legendary Coca-Cola 600 race at the Charlotte Motor Speedway.	PG-13	Comedy	Steven Soderbergh	Rebecca Blunt	2017-08-18	2017-11-28	$	27,696,504	119 minutes	Fingerprint Releasing / Bleecker Street
1525	In Skyfall, Bond's loyalty to M is tested as her past comes back to haunt her. As MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost. -- (C) Official Site	PG-13	Action and Adventure|Mystery and Suspense	Sam Mendes	John Logan|Robert Wade|Neal Purvis	2012-11-09	2013-03-11	$	299,300,000	145 minutes	MGM
1527	"Welcome to Mooseport. The sleepy Maine community has all the accoutrements of idyllic small town life: a little park and gazebo, quaint architecture, a moose that wanders through the streets, and lots of friendly townsfolk, including the proprietor of the local hardware store, Handy Harrison and his veterinarian girlfriend Sally. Mooseport also just happens to be the vacation home for the leader of the free world: Monroe ""Eagle"" Cole, the President of the United States. Following two successful terms, the wildly popular President is ready to retire to his ""Mooseport White House,"" publish his memoirs and embark on a series of lucrative speaking engagements. But Eagle's retirement is delayed when the folks of Mooseport convince the former President to run for Mayor. At the same time, he sparks to Sally--unaware that she is Handy's girlfriend. So, when a jealous Handy announces HIS candidacy for mayor, Eagle is dumbfounded. Handy, in turn, sees himself in a race for Mayor and boyfriend. As the campaign kicks into high gear, things get even wilder in this once quiet town."	PG-13	Comedy	Donald Petrie	Doug Richardson|Tom Schulman	2004-02-20	2004-05-25	$	14,244,145	110 minutes	20th Century Fox
1528	Since they met at a party, ambitious high-flyer Nat and struggling novelist Josh have been deliriously happy despite their differences. Josh is a thinker, Nat's a doer..but the spark between them is undeniable. Their wedding is a dream come true, but family, friends and even the minister who marries them aren't convinced that they can last. Josh's ex-girlfriend, Chloe, and Nat's handsome American client Guy, could offer attractive alternatives. With their first anniversary approaching, neither wants to be the first to give up, but will they make it? (c) Magnolia	R	Art House and International|Comedy|Romance	Dan Mazer	Dan Mazer	2013-08-09	2013-10-22	$	5,851,913	97 minutes	Magnolia Pictures
1535	Vin Diesel opted to not appear in the sequel to the film the shot him to stardom in the first place, The Fast and the Furious. With the character of Dominic Toretto out of the picture, 2 Fast 2 Furious concentrates exclusively on the latest exploits of undercover agent Brian O'Connor, played by Paul Walker. In addition, with director Rob Cohen passing, producers have added a dash of credibility to the sequel by hiring John Singleton to helm. What does completely remain from the first film is the presence of fast-living underground street-racing gangs. Moving from Los Angeles to Miami, O'Connor is looking to redeem himself after the events of the first movie, so he again goes undercover to infiltrate another group of thuggish car enthusiasts. This time around he's enlisted the help of ex-con Roman Pierce (Tyrese) and fellow agent Monica Celemente (Eva Mendes) to bring down Carter Verone (Cole Hauser), an importer/exporter who heads up a massive drug trafficking operation. Heading up the supporting cast are hip-hop stars Ludacris and Fabolous.	PG-13	Action and Adventure|Drama|Mystery and Suspense	John Singleton	Gary Scott Thompson|Derek Haas|Michael Brandt	2003-06-06	2003-09-30	$	127,083,765	108 minutes	Universal Pictures Distributio
1542	It's 1969. The conflict in Viet Nam has exploded to immeasurable proportions, and 18-year-old Dean Hills number is up. Dean's brother Eric, who has already seen his share of combat, plans to take Dean to enlist in his beloved Marine Corps in hopes of keeping an eye on him rather than letting him take his chances at the local induction center. But Dean's plans do not coincide with his older brothers. Instead, he plans to confront Eric about dodging the draft after the boys and their respective girlfriends, Bailey and Chrissie, head across Texas for a final fling of serious fun. Soon after their journey begins, the spirited foursome is spooked by a menacing pair of bikers, Holden and his girlfriend, Alex. When Alex chases the group's jeep, propelling them into a serious accident, Chrissie is thrown from the vehicle. As Alex attempts to rob the injured trio, Sheriff Hoyt arrives on the scene and turns the tables on their would-be assassin. While Chrissie hides in the nearby brush, she watches as the sheriff kills Alex in cold blood and then inexplicably taunts her friends before ordering them into the back of the patrol car. Unbeknownst to Chrissie, Hoyt is headed back to the Hewitt family home where Thomas who is being groomed to become the terrifying monster known as Leatherface and the rest of the Hewitt clan await.	R	Horror|Mystery and Suspense	Jonathan Liebesman	Sheldon Turner	2006-10-06	2007-01-16	$	39,418,953	84 minutes	New Line Cinema
1545	Columnist Steve Lopez is at a dead end. The newspaper business is in an uproar, his marriage to a fellow journalist has fallen apart and he can't entirely remember what he loved about his job in the first place. Then, one day, while walking through Los Angeles' Skid Row, he sees the mysterious bedraggled figure Nathaniel Ayers, pouring his soul into a two-stringed violin. At first, Lopez approaches Ayers as just another story idea in a city of millions. But as he begins to unearth the mystery of how this alternately brilliant and distracted street musician, once a dynamic prodigy headed for fame, wound up living in tunnels and doorways, it sparks an unexpected quest. Imagining he can change Ayers' life, Lopez embarks on a quixotic mission to get him off the streets and back to the world of music. But even as he fights to save Ayers' life, he begins to see that it is Ayers--with his unsinkable passion, his freedom-loving obstinacy and his valiant attempts at connection and love--who is profoundly changing Lopez.	PG-13	Drama|Musical and Performing Arts	Joe Wright	Susannah Grant	2009-04-24	2009-08-04	$	31,670,931	117 minutes	Dreamworks/Paramount
1554	The movie chronicles the adventures of a young girl called Lily, who sets off to visit her lonely Grandpa, but finds herself on a great adventure that leads to a meeting with the world's favorite steam engine, Thomas the Tank Engine, and the magical Mr. Conductor. The trio become involved in a classic good versus evil story that takes place in Mr. Conductor's special universe. At one end is the Island of Sodor, and at the other Shining Time, nestled deep in the Indian Valley. Linking these two worlds is The Magic Railroad. This harmonious world of magic and innocence is put in danger by greed and cynicism. However, Lily and Thomas, with the help of a special dog called Mutt, a young boy named Patch, Mr. Conductor Junior and a host of other colorful characters triumph, bringing the story to its happy end.	G	Kids and Family|Musical and Performing Arts	Britt Allcroft	Britt Allcroft	2000-07-26	2000-10-31	$	2,027,042	95 minutes	Destination Films
1561	"The third installment of director Edgar Wright's trilogy of comedies starring Simon Pegg and Nick Frost, following the successes ""Shaun of the Dead"" (2004) and ""Hot Fuzz"" (2007). In ""The World's End,"" 20 years after attempting an epic pub crawl, five childhood friends reunite when one of them becomes hellbent on trying the drinking marathon again. They are convinced to stage an encore by Gary King (Simon Pegg), a 40-year-old man trapped at the cigarette end of his teens, who drags his reluctant pals to their hometown and once again attempts to reach the fabled pub - The World's End. As they attempt to reconcile the past and present, they realize the real struggle is for the future, not just theirs but humankind's. Reaching The World's End is the least of their worries. (c) Focus Features"	R	Comedy	Edgar Wright	Edgar Wright|Simon Pegg	2013-08-23	2013-11-19	$	33,408,732	109 minutes	Focus Features
1564	Real-life sweethearts Michael Cera and Charlyne Yi star in a fictionalized version of their romance in this indie semi-documentary comedy, written by Yi. Playing themselves, Yi and Cera embark on a scripted version of their own story. In the movie, Yi has agreed to be the subject of a documentary about her quest to discover if love really exists, since she's never experienced it. As part of her participation in the project, she has a film crew follow her around throughout every new development in her love life -- which gets complicated when she starts dating fellow comedian Cera. This portion of the film is all narrative, and was written into the script, but also as part of the documentary, Yi travels the country interviewing various people about their opinions and experiences with love, and these portions of the film are real -- the interviewees are not actors. Melding truth and fantasy, Paper Heart uses equal parts comedy and realism to resolve the ultimate question of whether love is fact or fiction.	PG-13	Comedy	Nicholas Jasenovec	Nicholas Jasenovec|Charlyne Yi	2009-08-14	2009-12-01	$	1,149,350	89 minutes	Overture Films
1567	"Lust is in the air on Harford Road and Sylvia Stickles, a grumpy, repressed middle-aged Baltimorean, doesn't like it. Though Sylvia's handsome husband Vaughn still has marital urges, his wife could not be less interested -- she has more important things to do. Not only does Sylvia run the family's Pinewood Park and Pay convenience store, she's also responsible for watching over her exhibitionist daughter Caprice. A go-go dancer known to her adoring fans as Ursula Udders, Caprice and her stupendously enlarged breasts are currently under house arrest after several ""nude and disorderly"" violations. But Sylvia's world is turned upside down one day after suffering a concussion in a freak traffic accident. Sexy tow-truck driver Ray-Ray Perkins rushes to her aid, and the stricken Sylvia realizes he is no ordinary service man; he's a sexual healer who brings Sylvia's hidden cauldron of lust to the boiling point."	NC17	Comedy	John Waters	John Waters	2004-09-24	2005-06-14	$	1,260,219	89 minutes	New Line Cinema
1574	"Featuring an all-star comedy cast including Aubrey Plaza, Johnny Simmons, Bill Hader,Alia Shawkat, Sarah Steele, Rachel Bilson, Christopher Mintz-Plasse, DonaldGlover, Scott Porter, Andy Samberg, Connie Britton and Clark Gregg, ""The To Do List"" is a comedy about close friends and a special summer project, loosely inspired by the real-life adventures of first-time writer/director Maggie Carey. Set in 1993, valedictorian Brandy Klark wants to shed her uptight image before college, so she assembles a to do list of all the ""activities"" she missed out on in high school. Quickly realizing that she's way out of her depth, Brandy solicits her best friends, older sister and burnt-out boss for their help and advice. If the group is going to complete the list by September they'll need plenty of imagination and very open minds. (c) CBS Films"	R	Comedy	Maggie Carey	Maggie Carey	2013-07-26	2013-11-19	$	3,400,000	104 minutes	CBS Films
1585	A dating doctor claims that with his services he can match anyone with their soulmate in just three dates. When a jaded tabloid journalist sets out to expose him as a scam artist, the two find themselves falling in love.	PG-13	Comedy|Romance	Andrew Tennant|Andy Tennant	Kevin Bisch	2005-02-11	2005-06-14	$	177,575,142	120 minutes	Sony Pictures
1588	In 1878, two young stage magicians clash in a darkened salon during the course of a fraudulent seance. From this moment on, their lives become webs of deceit and exposure, secrets and revelations, as they feud to outwit and destroy one another. Their rivalry takes them both to the peak of their careers, but with terrible consequences.	PG-13	Action and Adventure|Drama|Mystery and Suspense	Christopher Nolan	Jonathan Nolan|Christopher Nolan	2006-10-20	2007-02-20	$	53,100,000	130 minutes	Unknown
1591	"A man who acknowledges a side of himself he's kept hidden for decades must decide between love, loyalty, and faith in this drama from filmmaker Haim Tabakman set in Jerusalem. Aaron (Zohar Strauss) is an orthodox Jew in his mid-thirties who helps run a kosher butcher shop opened by his father. Aaron is married to Rivka (Ravit ""Tinkerbell"" Rozen) and they have four sons, but he often feels something is missing from his life. One day, a 19-year-old yeshiva student, Ezri (Ran Danker), stops by the shop; when Aaron learns Ezri is homeless, he offers to make the youngster his apprentice and gives him a room. Aaron and Ezri strike up a fast friendship, but in time their feelings become deeper, and during a communal bath they act on the desires that have been growing between them. Aaron finds himself torn between his loyalty to his family and his growing love for Ezri, and his dilemma becomes even more pointed when Rabbi Vaisben (Tzahi Grad) asks him to join him in his ""Purity Police"" group, who pay threatening visits to people in the community who are falling short in the eyes of the congregation. Einaym Pkuhot (aka Eyes Wide Open) was an official selection at the 2009 Cannes Film Festival, where it was screened as part of the ""Un Certain Regard"" program."	NR	Art House and International|Drama|Romance	Haim Tabakman	Merav Doster	2010-02-05	2010-11-16	$	463,914	91 minutes	Regent Releasing
1598	Max Payne is a maverick cop - a mythic anti-hero - determined to track down those responsible for the brutal murders of his family and partner. Hell-bent on revenge, his obsessive investigation takes him on a nightmare journey into a dark underworld. As the mystery deepens, Max is forced to battle enemies beyond the natural world and face an unthinkable betrayal.	PG-13	Action and Adventure|Drama|Mystery and Suspense	Unknown	Beau Thorne	2008-10-17	2009-01-20	$	40,632,110	100 minutes	20th Century Fox
1600	When a failed assassination attempt occurs on the President's (Cotter Smith) life by the teleporting mutant Nightcrawler (Alan Cumming), it's Professor Xavier (Patrick Stewart) and his School for Gifted Youngsters who are targeted for the crime. While Jean Grey (Famke Janssen) and Storm (Halle Berry) try and locate the assassin, Cyclops (James Marsden) and Xavier (also known as 'Professor X') seek answers from their old foe Magneto (Ian McKellan) in his glass cell...Little do they know they're walking into a trap set by the villainous William Stryker (Brian Cox), a mysterious governmental figure that figures into Wolverine's (Hugh Jackman) secretive past, along with information about the X-Men's operation, supplied by Magneto through a mind-controlling agent. Meanwhile Wolverine, just home from a failed mission to regain his memory, is in charge of the students when a crack-commando team led by Stryker infiltrates the school by order of the President. With a mansion full of young, powerful mutants and the ferocious Wolverine in babysitter mode, can he defend the school against the one man who can answer his questions? What roles do the sinister Mystique (Rebecca Romijn-Stamos) and Lady Deathstrike (Kelly Hu) have in all of this? Why does Stryker want Professor X and his Cerebro machine? With the war between humanity and mutants escalating to extremes, can the rest of the X-Men trust their old foes to help them? Director Bryan Singer returns and raises the stakes in this sequel to the highly lauded 2000 adaptation of Marvel Comics' X-Men.	PG-13	Action and Adventure|Science Fiction and Fantasy	Bryan Singer	Daniel Harris|Dan Harris|Michael Dougherty|Bryan Singer|David Hayter	2003-05-02	2003-11-25	$	214,813,155	134 minutes	20th Century Fox
1601	Rango is a sheltered chameleon living as an ordinary family pet, while facing a major identity crisis. After all, how high can you aim when your whole purpose in life is to blend in? When Rango accidentally winds up in the gritty, gun-slinging town of Dirt - a lawless outpost populated by the desert's most wily and whimsical creatures - the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt... -- (C) Paramount	PG	Action and Adventure|Animation|Kids and Family	Gore Verbinski	John Logan	2011-03-04	2011-07-15	$	123,188,232	107 minutes	Paramount Pictures
1602	In a contemporary adaptation of Langston Hughes' celebrated play, the holiday musical drama BLACK NATIVITY follows Langston (Jacob Latimore), a street-wise teen from Baltimore raised by a single mother, as he journeys to New York City to spend the Christmas holiday with his estranged relatives Reverend Cornell and Aretha Cobbs (Forest Whitaker and Angela Bassett). Unwilling to live by the imposing Reverend Cobbs' rules, a frustrated Langston is determined to return home to his mother, Naima (Jennifer Hudson). Langston embarks on a surprising and inspirational journey and along with new friends, and a little divine intervention, he discovers the true meaning of faith, healing, and family. (c) Fox Searchlight	PG	Drama|Musical and Performing Arts|Faith and Spirituality	Kasi Lemmons	Kasi Lemmons	2013-11-27	2014-04-15	$	4,894,004	92 minutes	Fox Searchlight
1606	An unsolved murder at Portland's infamous Paranoid Park brings detectives to a local high school, propelling a young skater into a moral odyssey where he must not only deal with the pain and disconnect of adolescence but the consequences of his own actions.	R	Art House and International|Drama	Gus Van Sant	Gus Van Sant	2007-05-21	2008-10-07	$	241,672	84 minutes	IFC First Take
1608	"A group of air crash survivors are stranded in the Mongolian desert with no chance of rescue. Facing a brutal environment, dwindling resources, and an attack by desert smugglers, they realize their only hope is doing the ""impossible""--building a new plane from the wreckage."	PG-13	Action and Adventure|Drama	Unknown	Edward Burns|Scott Frank	2004-12-17	2005-03-01	$	20,900,803	112 minutes	20th Century Fox
1611	On V.E. Day in 1945, as peace extends across Europe, Princesses Elizabeth and Margaret are allowed out to join the celebrations. It is a night full of excitement, danger and the first flutters of romance.	PG-13	Art House and International|Drama|Mystery and Suspense|Romance	Julian Jarrold	Trevor De Silva|Kevin Hood	2015-12-04	2016-05-03	$	1,626,909	97 minutes	Unknown
1618	Chinese director Zhang Yimou fuses a martial arts action-drama with a tragic romance in this elegant period piece. In the year 859 A.D., as the Tang dynasty is beset by rebellion, Leo (Andy Lau) and Jin (Takeshi Kaneshiro) are a pair of lawmen who have been given the task of ferreting out the leaders of a revolutionary faction known as the Flying Daggers. Working on a tip that members of the group are working out of a brothel called the Peony Pavilion, Jin arrives there in disguise and is introduced to a beautiful blind dancer named Mei (Zhang Ziyi). After watching Mei's performance following several drinks, Jin drunkenly attempts to have his way with her, and Leo is forced to intervene. After gaining Mei's trust in a game of skill, Leo arrests her and informs her that she'll be tortured if she doesn't tell all she knows about the Flying Daggers. Jin responds by helping Mei break out of prison, but he has an ulterior motive -- by following her, Leo and Jin are certain she'll lead them to the Flying Daggers. However, as he helps the blind girl find her way back home, Jin finds himself falling in love with Mei, and isn't certain if he's willing to betray her again.	PG-13	Action and Adventure|Art House and International|Drama	Yimou Zhang	Feng Li|Bin Wang|Yimou Zhang	2004-12-03	2005-03-29	$	10,928,042	119 minutes	Sony Pictures Classics
1639	In this darkly erotic drama from cult filmmaker Jeanne Labrune, Isabelle Huppert stars as a high-class prostitute named Alice who serves up sexual fantasies for her clientele, from schoolgirl innocence to S&amp;M.; Fed up with the seamy underbelly of French masculinity, Alice crosses paths with Xavier, a neurotic psychoanalyst facing a marriage crisis. The two quickly realize their professions share a thing or two in common as they navigate the overlapping worlds of psychotherapy and sex therapy. -- (C) First Run Features	NR	Art House and International|Drama	Jeanne Labrune	Jeanne Labrune|Richard Debuisne	2011-08-26	2012-01-17	$	8,856	95 minutes	First Run Features
1644	"Lawrence Kasdan's Silverado is a fond hark back to the all-star, big-budget westerns of the 1950s and 1960s. The various plotlines converge at the town of Silverado, held in thrall by crooked sheriff Brian Dennehy and his behemoth ""deputies."" The four disparate heroes--Kevin Kline, Kevin Costner, Scott Glenn and Danny Glover--prepare to do battle against Dennehy for personal reasons ranging from mercenary to altruistic. Sidelines characters include duplicitous, dandified gambler Jeff Goldblum, frontier widow Rosanna Arquette and gimlet-eyed saloon owner Linda Hunt. The film is stolen hands-down by Kevin Costner, playing an irresponsible young gunslinger who never speaks when hootin' and hollerin' will do. A classic, High Noon-style showdown caps this rousing retro western."	PG-13	Action and Adventure|Drama|Western	Lawrence Kasdan	Mark Kasdan|Lawrence Kasdan	1985-01-01	1999-05-31	$	33,200,000	133 minutes	Unknown
1645	Texas brothers--Toby (Chris Pine), and Tanner (Ben Foster), come together after years divided to rob branches of the bank threatening to foreclose on their family land. For them, the hold-ups are just part of a last-ditch scheme to take back a future that seemed to have been stolen from under them. Justice seems to be theirs, until they find themselves on the radar of Texas Ranger, Marcus (Jeff Bridges) looking for one last grand pursuit on the eve of his retirement, and his half-Comanche partner, Alberto (Gil Birmingham). As the brothers plot a final bank heist to complete their scheme, and with the Rangers on their heels, a showdown looms at the crossroads where the values of the Old and New West murderously collide.	R	Drama|Mystery and Suspense	David Mackenzie	Taylor Sheridan	2016-08-12	2016-11-22	$	26,973,524	102 minutes	Film 44
1646	Director Alexander Payne (Sideways, The Descendants) takes the helm for this black and white road trip drama starring Bruce Dern as a tempestuous Missouri father who's convinced he's won a million dollar magazine sweepstakes, and Will Forte as the son who grudgingly agrees to drive him to Nebraska to claim his winnings. Bob Odenkirk and Stacy Keach costar.	R	Drama	Alexander Payne	Bob Nelson	2013-11-15	2014-02-25	$	11,348,612	115 minutes	Paramount Pictures
1657	Famed action director Dante Lam returns with this explosive follow-up to his 2016 box office smash OPERATION MEKONG. When a terrorist plot to obtain nuclear materials is hidden under the cover of a violent coup, only the Chinese Navy's elite Jiaolong Assault Team have the deadly skill and precision needed to take on the situation.	NR	Action and Adventure	Dante Lam	Ji Feng	2018-02-23	2018-07-24	$	1,526,248	141 minutes	Unknown
1665	The indestructible hopped-up hitman Chev Chelios, played to the hilt once again by Jason Statham, returns in Crank High Voltage, picking up where the first film left off -- except this time, Chelios is chasing a Chinese gangster who hijacked his heart and substituted it with a mechanical one that needs to be jolted with an electric charge to stay pumping. Back for the fun is Chev's girlfriend Eve (	R	Action and Adventure|Comedy	Mark Neveldine|Brian Taylor	Brian Taylor|Mark Neveldine	2009-04-17	2009-09-08	$	13,630,226	85 minutes	Lionsgate
1677	In this family-friendly comedy drama, Walter (Haley Joel Osment) is a shy and bookish boy just short of his teens whose mother impulsively decides to leave him for the summer with his eccentric grand-uncles, Hub (Robert Duvall) and Garth (Michael Caine). Walter isn't especially happy about being left in the middle of Texas with two old men, while Hub and Garth aren't too pleased to be stuck minding a boy, especially one who isn't accustomed to hunting, fishing, or firearms. When Walter starts hearing local gossip about his uncles' wild and wooly pasts, he begins asking a few questions, and while Hub and Garth don't enjoy having the boy poking into their pasts, as they start telling tales of their youthful adventures, they find themselves itching for some new adventures in their lives. Soon Walter is a semi-willing accomplice as his elderly guardians rediscover the wild, impulsive spirit of youth. Secondhand Lions was produced in part by the well-respected visual effects house Digital Domain, who also helped create the imagery for the film's flashback sequences.	PG	Comedy|Drama|Kids and Family	Tim McCanlies	Tim McCanlies	2003-09-19	2004-02-03	$	41,407,470	107 minutes	New Line Cinema
1680	"James White (Christopher Abbott) is a troubled twenty-something trying to stay afloat in a frenzied New York City. He retreats further into a self-destructive, hedonistic lifestyle, but as his mother (Cynthia Nixon) battles a serious illness James is forced to take control of his life. As the pressure on him mounts, James must find new reserves of strength or risk imploding completely. The directorial debut of MARTHA MARCY MAY MARLENE producer Josh Mond, JAMES WHITE, which had its world premiere at Sundance Film Festival 2014 where it was the winner of the ""Best of Next"" Audience Award, is a confident and closely observed debut that explores loss and the deep relationship between a mother and son. Abbott's strong central performance is aided by a stellar supporting cast featuring Cynthia Nixon (""Sex and the City""), Scott ""Kid Cudi"" Mescudi (""Comedy Bang"	R	Drama	Josh Mond	Josh Mond	2015-11-13	2016-03-22	$	101,368	85 minutes	The Film Arcade
1682	In the early evening of August 21, 2015, the world watched in stunned silence as the media reported a thwarted terrorist attack on Thalys train	PG-13	Drama	Clint Eastwood	Dorothy Blyskal	2018-02-09	2018-05-22	$	35,003,216	120 minutes	Unknown
1685	Frankie is a Los Angeles drug dealer. He comes from a good family, owns his home, several cars and enjoys partying with his friends. Frankie is 19. When his friend Jake welches on a debt, Frankie and his boys kidnap Jake's 15-year-old brother Butch and hold him as a marker. Even though Butch has numerous chances to escape, he doesn't. He's enjoying partying with them, losing his virginity and having a good time -- until something goes horribly wrong.	R	Drama|Mystery and Suspense	Nick Cassavetes	Nick Cassavetes	2007-01-12	2007-05-01	$	15,133,185	118 minutes	Universal Studios
1690	"Fifteen-year-old Jim Hawkins stumbles upon a map to the greatest pirate trove in the universe. The tale follows Jim's fantastic journey across a parallel universe as cabin boy aboard a glittering space galleon. Befriended by the ship's charismatic cyborg (part man, part machine) cook John Silver, Jim blossoms under his guidance, and shows the makings of a fine spacer as he and the alien crew battle supernovas, black holes and ferocious space storms. But even greater dangers lie ahead when Jim discovers that his trusted friend Sliver is actually a scheming pirate with mutiny in mind. Confronted with a betrayal that cuts deep into his soul, Jim is transformed from boy to man as he finds the strength to face down the mutineers and discovers a ""treasure"" greater than he had ever imagined."	PG	Action and Adventure|Animation|Kids and Family|Science Fiction and Fantasy	Ron Clements|John Musker	Sam Levine|Alex Mann|Ron Clements|John Musker|Rob Edwards	2002-11-27	2003-04-29	$	38,120,554	95 minutes	Buena Vista Distribution Compa
